Marital status,Nacionality,Gender,Age at enrollment,Displaced,International,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Educational special needs,Debtor,Tuition fees up to date,Scholarship holder,Unemployment rate,Inflation rate,GDP,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Admission grade,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations)
1,1,1,18,1,0,1,1,4,10,0,0,1,0,16.2,0.3,-0.92,5,2,9070,1,1,143.0,146.2,0,6,7,5,13.2,0
1,1,1,18,1,0,39,39,3,3,0,0,0,0,11.1,0.6,2.02,1,5,9147,1,1,132.0,127.8,0,5,0,0,0.0,0
1,1,1,18,1,0,1,38,9,5,0,1,0,0,11.1,0.6,2.02,1,5,9773,1,1,131.0,132.4,0,6,6,0,0.0,0
1,1,1,18,1,0,1,1,4,4,0,0,1,0,12.7,3.7,-1.7,1,3,9500,1,1,149.0,129.3,0,8,8,7,13.1,0
1,1,1,19,1,0,37,37,9,9,0,0,1,0,9.4,-0.8,-3.12,1,1,9070,1,1,124.0,125.4,0,6,6,6,13.5,0
1,1,1,19,0,0,19,38,9,9,0,0,1,0,16.2,0.3,-0.92,1,1,9238,1,1,140.0,132.0,0,6,10,5,11.571428571428571,0
1,1,1,21,1,0,19,19,9,7,0,1,1,0,12.4,0.5,1.79,44,1,9003,1,39,170.0,170.0,0,6,7,6,15.285714285714286,0
1,1,1,18,0,0,3,3,2,2,0,0,1,0,8.9,1.4,3.51,18,2,9556,1,1,126.0,115.5,0,7,11,6,13.433333333333332,0
1,1,1,19,1,0,19,19,4,9,0,0,1,0,10.8,1.4,1.74,16,2,9147,1,1,129.0,127.6,0,5,8,5,11.6,0
1,1,1,25,0,0,19,1,4,8,0,0,1,0,11.1,0.6,2.02,7,1,9773,1,43,140.0,140.0,0,6,6,6,14.666666666666666,0
1,1,1,22,1,0,37,1,9,8,0,0,1,0,12.7,3.7,-1.7,1,1,9070,1,1,130.0,120.2,0,6,9,6,14.666666666666666,0
1,1,1,24,0,0,1,1,4,9,0,0,1,0,12.7,3.7,-1.7,39,1,9500,1,1,130.0,150.0,0,8,8,7,12.742857142857144,0
1,1,1,19,1,0,1,3,5,10,0,0,1,0,13.9,-0.3,0.79,1,2,9500,1,1,99.0,100.0,0,7,9,7,11.975,0
1,1,1,20,0,0,38,37,4,6,0,0,0,0,9.4,-0.8,-3.12,17,1,171,1,1,129.0,128.0,0,0,0,0,0.0,0
1,1,1,19,1,0,19,19,9,7,0,0,1,1,10.8,1.4,1.74,1,2,9500,1,1,132.0,128.0,0,8,8,7,14.935714285714283,0
1,1,1,19,1,0,37,37,9,9,0,0,1,0,7.6,2.6,0.32,43,3,9254,1,1,110.0,107.2,1,6,16,2,10.5,0
1,1,1,19,1,0,3,3,3,3,0,0,1,0,12.4,0.5,1.79,1,1,9670,1,1,116.0,110.1,0,6,9,5,13.333333333333334,0
1,1,1,23,0,0,37,37,9,6,0,1,1,0,15.5,2.8,-4.06,43,1,9003,1,1,119.0,119.0,0,6,6,0,0.0,0
2,1,1,47,0,0,37,38,9,3,0,0,1,0,12.7,3.7,-1.7,39,1,9773,1,1,120.0,155.5,0,6,12,5,13.8,0
1,1,1,19,0,0,1,1,3,9,0,0,1,0,16.2,0.3,-0.92,1,1,9070,1,1,117.0,118.4,0,6,6,6,11.833333333333334,0
1,1,1,19,1,0,1,38,4,8,0,0,1,0,11.1,0.6,2.02,1,4,171,1,1,137.0,141.2,0,0,0,0,0.0,0
1,1,1,18,1,0,3,3,2,2,0,0,1,0,16.2,0.3,-0.92,1,1,171,1,1,124.0,119.1,0,0,0,0,0.0,0
1,1,1,28,0,0,1,3,1,1,0,0,1,0,15.5,2.8,-4.06,43,1,9147,1,1,151.0,111.0,0,5,9,2,10.0,0
1,1,1,20,1,0,34,34,0,0,0,0,1,0,7.6,2.6,0.32,43,1,9254,1,6,138.6,138.6,0,6,10,4,11.5,0
1,1,1,21,1,0,19,19,4,8,0,0,1,1,12.4,0.5,1.79,1,1,171,1,1,136.0,150.4,0,0,0,0,0.0,0
1,1,1,24,0,0,38,37,4,5,0,1,0,0,16.2,0.3,-0.92,39,1,9254,1,19,133.1,102.5,0,6,7,0,0.0,0
1,1,1,28,0,0,3,1,3,4,0,0,1,0,13.9,-0.3,0.79,39,1,9254,1,1,150.0,122.3,0,6,10,6,13.0,0
1,1,1,18,1,0,38,37,5,7,0,0,1,1,11.1,0.6,2.02,17,4,9500,1,1,133.0,126.4,0,7,7,7,13.462857142857144,0
1,1,1,48,0,0,37,37,90,90,0,0,1,0,7.6,2.6,0.32,39,1,9254,1,19,133.1,100.0,0,6,13,3,10.0,0
1,1,1,21,1,0,37,37,9,8,0,0,1,0,8.9,1.4,3.51,17,4,9238,1,1,129.0,117.1,0,6,6,6,12.333333333333334,0
1,1,1,23,1,0,37,12,9,8,0,1,0,0,13.9,-0.3,0.79,44,1,9119,1,1,130.0,129.4,0,5,6,0,0.0,0
1,1,1,18,1,0,1,1,4,10,0,0,1,0,10.8,1.4,1.74,1,1,9130,1,1,141.0,138.9,0,5,5,5,13.6,0
1,1,1,22,0,0,1,1,4,3,0,0,1,0,13.9,-0.3,0.79,44,1,9238,1,39,140.0,138.6,3,6,7,6,12.333333333333334,0
1,1,1,25,1,0,19,37,9,7,0,0,1,0,12.4,0.5,1.79,16,1,171,1,1,122.0,133.9,9,13,16,10,11.454545454545457,0
1,1,1,27,0,0,5,3,2,2,0,1,1,0,11.1,0.6,2.02,7,1,9085,1,40,140.0,140.0,8,13,13,8,13.5,2
1,1,1,49,0,0,34,34,0,0,0,0,0,0,10.8,1.4,1.74,39,1,9119,1,12,133.1,95.1,0,5,5,0,0.0,0
1,1,1,31,0,0,19,37,5,5,0,0,0,0,12.7,3.7,-1.7,39,1,9991,0,1,120.0,128.2,0,5,5,2,11.0,0
1,1,1,54,0,0,37,37,9,6,0,0,1,0,16.2,0.3,-0.92,39,1,9254,1,1,133.1,121.5,0,6,9,6,13.714285714285714,0
1,1,1,25,1,0,38,37,5,6,0,1,0,0,11.1,0.6,2.02,7,1,33,1,40,120.0,120.0,18,21,26,21,12.363636363636363,0
1,1,1,28,0,0,4,4,2,2,0,0,1,0,12.7,3.7,-1.7,7,1,9070,1,3,120.0,120.0,0,6,9,2,12.0,0
2,1,1,41,0,0,37,37,9,6,0,0,1,0,12.7,3.7,-1.7,39,1,8014,0,19,133.1,107.0,1,7,7,7,12.857142857142858,0
1,1,1,22,0,0,1,1,4,4,0,0,1,0,15.5,2.8,-4.06,43,1,9147,1,1,123.0,114.4,0,5,6,0,0.0,0
1,1,1,34,0,0,2,1,2,3,0,0,1,0,15.5,2.8,-4.06,1,1,9254,1,1,178.0,157.7,0,6,13,2,13.5,0
1,1,1,28,0,0,38,38,9,9,0,1,0,0,11.1,0.6,2.02,39,1,9003,1,1,130.0,150.0,5,11,14,11,15.090909090909092,0
1,1,1,50,0,0,39,39,9,4,0,0,1,0,15.5,2.8,-4.06,7,1,9003,1,3,140.0,140.0,2,6,8,2,13.5,0
1,1,1,19,1,0,3,1,3,4,0,0,1,0,12.4,0.5,1.79,1,4,9147,1,1,108.0,109.1,0,5,5,0,0.0,0
1,1,1,18,0,0,3,4,2,4,0,0,1,0,16.2,0.3,-0.92,43,1,9500,1,1,120.0,120.6,0,7,12,4,12.65,0
2,1,1,59,0,0,37,37,1,1,0,0,1,0,16.2,0.3,-0.92,39,1,9991,0,1,100.0,161.9,0,5,7,0,0.0,0
2,1,1,33,1,0,34,34,99,99,0,0,0,0,7.6,2.6,0.32,7,1,9991,0,3,140.0,140.0,0,5,5,0,0.0,0
1,1,1,23,1,0,37,38,9,10,0,0,1,1,9.4,-0.8,-3.12,17,2,9070,1,1,133.1,178.0,0,6,8,6,13.333333333333334,0
2,1,1,44,0,0,37,1,5,5,0,0,1,0,13.9,-0.3,0.79,39,1,9991,0,19,133.1,138.3,0,5,9,3,11.333333333333334,0
2,1,1,37,1,0,34,34,0,0,0,0,1,0,9.4,-0.8,-3.12,1,4,8014,0,1,140.0,128.0,0,6,0,0,0.0,0
2,1,1,36,0,0,37,37,9,9,0,0,1,0,10.8,1.4,1.74,39,1,171,1,19,100.0,139.0,0,0,0,0,0.0,0
1,1,1,22,0,0,1,3,4,2,0,0,0,0,7.6,2.6,0.32,1,2,9991,0,1,123.0,113.2,0,5,7,3,11.666666666666666,0
2,1,1,49,0,0,37,37,6,6,0,0,1,0,12.4,0.5,1.79,39,1,8014,0,19,133.1,139.0,0,6,8,6,12.166666666666666,0
1,1,1,23,1,0,1,42,5,3,0,0,1,0,11.1,0.6,2.02,51,1,9773,1,1,135.0,110.0,0,6,7,6,13.333333333333334,0
2,1,1,47,0,0,37,37,5,5,0,0,1,0,16.2,0.3,-0.92,43,1,8014,0,1,120.0,161.1,0,6,9,6,12.142857142857142,0
1,1,1,28,0,0,1,2,4,2,0,0,1,0,15.5,2.8,-4.06,43,1,9003,1,1,130.0,130.0,9,18,36,17,13.058823529411764,1
1,1,1,21,0,0,38,1,9,9,0,1,0,0,8.9,1.4,3.51,1,1,9254,1,1,133.1,121.0,0,6,9,5,11.833333333333334,0
1,1,1,21,0,0,2,1,1,2,0,0,1,0,13.9,-0.3,0.79,43,1,9238,1,39,120.0,118.6,9,11,14,10,12.4,0
2,1,1,49,0,0,37,37,9,9,0,0,0,0,10.8,1.4,1.74,42,1,9147,1,1,133.1,115.8,0,5,5,0,0.0,0
1,1,1,40,0,0,19,37,6,8,0,0,1,0,15.5,2.8,-4.06,39,1,9991,0,1,120.0,160.0,0,5,5,5,11.0,0
1,1,1,22,0,0,1,1,3,3,0,0,1,1,11.1,0.6,2.02,17,1,9254,1,1,125.0,114.5,0,6,8,6,13.625,0
1,1,1,31,0,0,3,38,2,7,0,0,1,0,13.9,-0.3,0.79,39,1,9991,0,1,133.1,121.7,0,5,5,0,0.0,0
1,1,1,30,0,0,5,5,2,2,0,0,1,0,15.5,2.8,-4.06,42,1,9119,1,1,120.0,115.0,1,6,9,2,15.0,0
1,1,1,19,0,0,37,37,5,10,0,0,1,0,7.6,2.6,0.32,1,1,9238,1,1,127.0,125.3,0,6,9,5,10.8,0
1,1,1,22,0,0,34,34,90,90,0,0,1,0,9.4,-0.8,-3.12,18,1,9147,1,1,131.0,131.0,0,5,11,3,13.666666666666666,0
1,1,1,19,0,0,19,37,9,9,0,0,1,0,15.5,2.8,-4.06,1,1,9773,1,1,127.0,126.3,0,6,8,6,12.833333333333334,0
1,1,1,21,0,0,1,37,4,9,0,0,0,0,7.6,2.6,0.32,17,1,171,1,1,132.0,127.1,0,0,0,0,0.0,0
1,1,1,19,0,0,1,38,4,7,0,0,1,0,11.1,0.6,2.02,17,3,9670,1,1,137.0,138.4,0,6,8,6,15.125,0
1,1,1,22,1,0,1,19,3,3,0,0,1,0,16.2,0.3,-0.92,43,2,9147,1,1,126.0,100.0,0,5,11,0,0.0,0
1,1,1,22,0,0,4,5,2,2,0,0,1,0,10.8,1.4,1.74,1,1,9238,1,1,136.0,126.2,0,6,10,5,11.4,0
1,1,1,19,0,0,1,1,4,4,0,0,1,0,9.4,-0.8,-3.12,1,1,9238,1,1,124.0,118.8,0,6,12,4,12.25,0
1,1,1,26,0,0,1,1,5,10,0,0,0,0,16.2,0.3,-0.92,39,1,9254,1,39,137.0,124.5,0,6,0,0,0.0,0
1,1,1,20,0,0,1,19,4,8,0,0,1,0,11.1,0.6,2.02,17,1,9147,1,1,133.1,95.0,0,5,14,0,0.0,0
1,1,1,18,1,0,2,38,2,3,0,0,0,0,12.7,3.7,-1.7,7,1,9130,1,3,140.0,140.0,2,5,7,2,13.0,0
4,1,1,39,0,0,3,1,2,9,0,0,1,0,10.8,1.4,1.74,43,2,9991,0,38,133.1,125.4,0,2,5,0,0.0,0
1,1,1,18,0,0,19,1,90,90,0,0,1,0,10.8,1.4,1.74,1,1,9500,1,1,141.0,128.0,0,8,8,0,0.0,3
1,1,1,18,0,0,1,38,3,3,0,0,1,1,8.9,1.4,3.51,17,3,9119,1,1,130.0,129.3,0,5,5,5,13.0,0
1,1,1,19,0,0,19,38,9,9,0,0,1,1,13.9,-0.3,0.79,1,1,9238,1,1,160.0,152.0,0,6,7,6,13.857142857142858,0
1,1,1,18,0,0,1,19,9,9,0,0,1,0,12.4,0.5,1.79,1,1,9500,1,1,140.0,128.8,0,7,7,6,13.391666666666666,0
1,1,1,18,1,0,34,19,0,4,0,0,1,1,7.6,2.6,0.32,1,1,9147,1,1,150.0,152.8,0,5,7,4,12.75,0
1,1,1,22,1,0,37,37,6,6,0,0,1,0,10.8,1.4,1.74,44,1,9130,1,39,150.0,150.0,0,5,7,4,14.5,0
1,1,1,19,0,0,1,1,3,4,0,0,1,0,12.4,0.5,1.79,1,1,9238,1,1,133.1,112.0,0,6,7,6,12.166666666666666,0
1,1,1,18,1,0,19,37,9,8,0,0,1,0,12.7,3.7,-1.7,1,1,9130,1,1,152.0,135.6,0,5,5,5,15.4,0
1,1,1,31,0,0,1,1,4,3,0,1,0,0,16.2,0.3,-0.92,39,1,9119,1,19,133.1,134.4,0,5,9,2,13.333333333333334,0
1,1,1,28,0,0,3,1,3,3,0,0,1,0,12.7,3.7,-1.7,39,1,9991,0,1,130.0,120.5,0,5,5,0,0.0,0
1,1,1,19,0,0,1,1,4,8,0,0,1,0,15.5,2.8,-4.06,1,1,9070,1,1,148.0,141.4,0,6,0,0,0.0,0
1,1,1,20,0,0,1,1,4,8,0,0,1,0,16.2,0.3,-0.92,17,1,9254,1,1,148.0,145.2,0,6,7,6,13.714285714285714,0
4,1,1,50,0,0,19,3,9,2,0,0,1,0,8.9,1.4,3.51,39,1,9238,1,1,130.0,140.0,0,6,7,4,12.25,0
2,1,1,31,1,0,37,37,9,9,0,0,1,0,9.4,-0.8,-3.12,39,1,9991,0,1,130.0,140.0,0,5,8,1,11.0,0
1,1,1,21,1,0,1,3,9,2,0,0,1,0,12.7,3.7,-1.7,18,1,9238,1,1,122.0,112.6,0,6,9,6,10.166666666666666,0
2,1,1,34,0,0,37,37,9,9,0,0,1,0,8.9,1.4,3.51,39,1,9119,1,1,110.0,106.8,0,5,8,1,10.0,0
2,1,1,40,1,0,37,37,1,4,0,0,0,0,9.4,-0.8,-3.12,39,1,9991,0,1,110.0,120.0,0,5,10,2,10.5,0
1,1,1,18,1,0,38,19,9,2,0,0,1,1,12.7,3.7,-1.7,1,1,171,1,1,170.0,160.6,0,0,0,0,0.0,0
2,1,1,46,0,0,37,38,5,10,0,1,0,1,15.5,2.8,-4.06,39,1,9070,1,12,110.0,130.0,0,6,6,0,0.0,0
1,1,1,37,0,0,34,34,0,0,0,0,1,0,7.6,2.6,0.32,43,5,8014,0,1,110.0,110.0,0,6,12,0,0.0,0
1,1,1,31,1,0,19,37,9,7,0,0,1,0,16.2,0.3,-0.92,39,1,9003,1,1,133.1,110.0,0,6,8,0,0.0,0
1,1,1,34,0,0,1,19,4,10,0,0,1,0,12.4,0.5,1.79,39,1,9003,1,1,133.1,145.8,0,6,15,5,13.333333333333334,0
1,1,1,18,1,0,10,10,4,4,0,0,1,1,9.4,-0.8,-3.12,1,6,171,1,1,126.0,130.2,0,0,0,0,0.0,0
1,1,1,18,0,0,38,37,9,9,0,0,1,1,12.4,0.5,1.79,1,1,9670,1,1,137.0,122.3,0,6,7,6,13.571428571428571,0
1,1,1,19,1,0,1,1,3,3,0,0,1,1,11.1,0.6,2.02,17,4,9070,1,1,117.0,125.4,0,6,6,6,12.833333333333334,0
1,1,1,40,0,0,37,19,9,4,0,0,1,0,15.5,2.8,-4.06,43,1,9991,0,1,100.0,130.0,1,5,6,4,10.25,0
1,1,1,25,0,0,1,38,9,9,0,0,1,0,12.4,0.5,1.79,39,1,9130,1,1,120.0,150.0,0,6,6,0,0.0,0
1,1,1,20,1,0,38,38,5,9,0,1,1,0,11.1,0.6,2.02,17,5,9119,1,1,126.0,116.9,0,5,5,4,14.5,0
1,1,1,43,1,0,37,37,9,10,0,0,0,0,15.5,2.8,-4.06,39,1,9003,1,1,111.0,95.8,0,6,0,0,0.0,0
1,1,1,35,0,0,2,4,4,1,0,0,1,0,15.5,2.8,-4.06,43,1,9003,1,1,150.0,150.0,16,18,22,18,11.666666666666666,0
1,1,1,23,0,0,37,19,9,4,0,0,1,0,7.6,2.6,0.32,17,2,9991,0,1,116.0,118.5,0,5,6,4,13.0,0
1,1,1,19,0,0,3,3,2,2,0,0,1,0,12.4,0.5,1.79,17,1,9500,1,1,130.0,131.1,0,7,8,7,12.12142857142857,0
1,1,1,21,1,0,1,19,3,8,0,0,1,1,8.9,1.4,3.51,53,1,9085,1,42,150.0,150.3,7,11,15,9,14.22222222222222,0
1,1,1,20,1,0,1,1,4,3,0,0,1,0,12.4,0.5,1.79,18,1,9119,1,1,108.0,105.6,0,5,7,5,12.166666666666666,0
1,1,1,30,0,0,19,19,3,3,1,0,1,1,12.4,0.5,1.79,39,1,9670,1,1,133.1,125.3,0,6,0,0,0.0,0
4,1,1,44,1,0,37,19,9,9,0,0,1,0,12.4,0.5,1.79,39,1,9254,1,1,120.0,131.0,0,6,6,6,12.666666666666666,0
1,1,1,19,0,0,19,3,4,9,0,0,1,0,12.7,3.7,-1.7,18,1,9500,1,1,146.0,127.0,0,8,8,7,13.614285714285714,0
1,1,1,22,1,0,2,1,3,6,0,0,1,0,16.2,0.3,-0.92,44,1,9130,1,39,150.0,150.0,11,18,32,12,12.857142857142858,1
1,1,1,18,0,0,3,3,1,2,0,0,1,0,7.6,2.6,0.32,1,1,9130,1,1,160.0,149.2,0,5,7,4,14.0,0
1,1,1,21,1,0,37,37,9,9,0,0,1,1,12.7,3.7,-1.7,17,1,9670,1,1,125.0,121.5,0,6,8,4,14.75,0
1,1,1,18,0,0,37,19,90,90,0,0,1,0,7.6,2.6,0.32,1,2,9085,1,1,125.0,137.3,0,6,0,0,0.0,0
1,1,1,18,1,0,3,1,2,3,0,0,1,0,11.1,0.6,2.02,17,4,9670,1,1,122.0,119.6,0,6,8,6,13.625,0
1,1,1,19,0,0,1,1,4,3,0,0,1,0,7.6,2.6,0.32,1,1,171,1,1,138.0,141.5,0,0,0,0,0.0,0
1,1,1,21,1,0,1,38,6,6,0,0,1,0,16.2,0.3,-0.92,44,1,9003,1,39,150.0,150.0,0,6,12,4,11.8,0
1,1,1,31,0,0,3,3,2,2,0,0,1,0,16.2,0.3,-0.92,39,1,9003,1,1,140.0,110.0,0,6,8,6,15.125,0
1,1,1,21,1,0,1,1,2,3,0,0,1,0,9.4,-0.8,-3.12,17,5,9254,1,1,113.0,110.2,0,6,10,4,11.5,0
1,1,1,27,0,0,19,6,4,3,0,0,1,0,9.4,-0.8,-3.12,42,1,9773,1,1,133.1,120.0,0,4,8,0,0.0,0
1,1,1,20,1,0,19,19,9,9,0,0,1,0,12.4,0.5,1.79,1,5,9147,1,1,118.0,114.2,0,5,9,3,10.333333333333334,0
1,1,1,19,1,0,1,1,4,7,0,0,1,0,8.9,1.4,3.51,18,1,9773,1,1,125.0,121.5,0,6,6,6,13.833333333333334,0
1,1,1,18,1,0,12,12,2,8,0,0,1,0,12.4,0.5,1.79,17,1,9130,1,1,131.0,128.2,0,6,7,6,14.0,0
1,1,1,29,1,0,1,19,4,5,0,0,1,0,10.8,1.4,1.74,39,1,9130,1,1,133.1,120.0,0,5,11,1,18.0,2
1,1,1,19,1,0,19,3,9,2,0,0,1,1,9.4,-0.8,-3.12,1,5,171,1,1,139.0,136.9,0,0,0,0,0.0,0
1,1,1,21,0,0,37,37,5,8,0,0,0,0,12.7,3.7,-1.7,1,1,9670,1,1,95.0,95.0,0,6,9,4,13.25,0
1,1,1,25,0,0,37,1,7,3,0,0,1,1,12.7,3.7,-1.7,39,1,9147,1,1,150.0,148.8,0,5,7,4,14.25,0
1,1,1,32,0,0,37,37,9,9,0,0,0,0,9.4,-0.8,-3.12,39,1,9147,1,1,120.0,110.0,0,5,9,0,0.0,1
1,1,1,26,0,0,3,4,2,2,0,0,0,0,7.6,2.6,0.32,43,1,9991,0,1,136.0,133.9,8,12,12,8,11.25,0
1,1,1,18,1,0,2,37,9,7,0,0,1,1,12.4,0.5,1.79,1,1,9130,1,1,133.0,125.7,0,6,7,6,13.5,0
1,1,1,19,0,0,1,19,4,7,0,0,1,1,16.2,0.3,-0.92,17,1,9254,1,1,125.0,116.6,0,6,8,5,12.666666666666666,0
1,1,1,19,1,0,19,38,5,7,0,0,1,1,12.4,0.5,1.79,1,3,9070,1,1,127.0,141.0,0,6,6,6,15.166666666666666,0
1,1,1,27,0,0,1,1,4,4,0,0,1,0,11.1,0.6,2.02,7,1,9119,1,40,130.0,130.0,4,6,6,6,13.166666666666666,0
1,1,1,21,1,0,19,38,4,0,0,0,1,0,12.4,0.5,1.79,44,1,9070,1,39,140.0,140.0,0,6,6,6,14.5,0
1,1,1,19,1,0,1,38,5,7,0,1,0,0,12.7,3.7,-1.7,1,1,171,1,1,135.0,137.5,0,0,0,0,0.0,0
1,1,1,18,1,0,38,19,5,5,0,0,1,1,11.1,0.6,2.02,17,4,9147,1,1,132.0,120.8,0,5,8,4,10.8,0
1,1,1,28,0,0,19,1,5,5,0,0,1,0,13.9,-0.3,0.79,39,2,9238,1,1,110.0,136.5,0,5,6,0,0.0,0
2,1,1,25,0,0,1,37,9,1,0,1,0,0,15.5,2.8,-4.06,39,1,9003,1,1,130.0,122.0,3,10,23,6,11.428571428571429,0
1,1,1,25,0,0,37,1,5,4,0,0,1,0,15.5,2.8,-4.06,43,1,9003,1,1,130.0,130.0,8,14,24,8,12.5,2
1,1,1,26,0,0,4,19,4,5,0,0,1,0,10.8,1.4,1.74,1,1,9254,1,1,133.1,98.0,0,6,6,0,0.0,0
1,1,1,18,1,0,37,37,6,5,0,0,1,1,13.9,-0.3,0.79,17,3,9147,1,1,135.0,121.0,0,5,8,5,12.75,0
1,1,1,25,0,0,1,3,4,5,0,0,1,0,16.2,0.3,-0.92,39,1,9003,1,1,140.0,130.0,0,6,8,0,0.0,0
1,1,1,19,1,0,3,19,2,3,0,0,1,0,13.9,-0.3,0.79,17,2,9773,1,1,131.0,132.8,0,6,7,6,14.428571428571429,0
1,1,1,19,0,0,1,1,5,5,0,0,1,0,16.2,0.3,-0.92,17,1,9500,1,1,131.0,126.3,0,7,9,7,12.492857142857144,0
4,1,1,45,0,0,1,37,9,1,0,0,1,0,10.8,1.4,1.74,39,1,8014,0,19,100.0,111.5,2,8,10,4,11.5,0
2,1,1,52,0,0,37,37,9,9,0,0,1,0,7.6,2.6,0.32,39,1,9991,0,1,140.0,118.2,0,5,7,5,11.2,0
1,1,1,20,1,0,19,19,9,3,0,0,0,0,9.4,-0.8,-3.12,1,1,9147,1,1,124.0,115.6,0,5,9,3,12.0,1
1,1,1,19,1,0,38,37,5,10,0,0,1,0,10.8,1.4,1.74,1,1,9500,1,1,130.0,117.8,0,8,8,7,15.885714285714286,0
1,1,1,21,0,0,1,38,9,9,0,1,0,0,12.4,0.5,1.79,1,1,9500,1,1,142.0,127.0,0,7,12,4,12.94,0
2,1,1,35,0,0,37,37,9,9,0,0,0,0,9.4,-0.8,-3.12,39,1,8014,0,1,150.0,140.0,0,6,6,6,14.0,0
2,1,1,36,1,0,37,37,7,7,0,0,1,0,7.6,2.6,0.32,39,1,171,1,12,110.0,106.0,0,0,0,0,0.0,0
4,1,1,47,0,0,37,38,5,5,0,1,0,0,15.5,2.8,-4.06,39,1,9500,1,19,110.0,151.0,0,7,7,0,0.0,7
1,1,1,22,0,0,43,40,2,2,0,0,1,0,8.9,1.4,3.51,18,1,9991,0,1,112.0,106.4,0,5,0,0,0.0,0
2,1,1,41,1,0,37,37,9,9,0,0,1,0,7.6,2.6,0.32,39,1,9991,0,1,100.0,125.3,0,5,8,4,11.25,0
1,1,1,26,0,0,34,34,90,90,0,0,1,0,10.8,1.4,1.74,7,1,9119,1,3,130.0,130.0,0,5,5,0,0.0,0
2,1,0,51,0,0,34,34,90,90,0,0,0,0,10.8,1.4,1.74,39,1,8014,0,1,133.1,116.0,0,6,13,4,11.25,0
2,1,0,41,1,0,34,34,0,0,0,0,1,0,7.6,2.6,0.32,39,2,8014,0,1,100.0,100.0,0,6,9,5,11.8,0
1,1,1,23,1,0,34,37,9,9,0,0,1,0,7.6,2.6,0.32,43,2,9147,1,1,130.0,118.5,5,10,19,8,11.625,1
1,1,1,22,1,0,34,30,0,5,0,0,1,0,9.4,-0.8,-3.12,43,2,9238,1,1,129.0,118.9,0,6,11,0,0.0,0
1,1,1,25,1,0,37,37,9,9,1,0,1,1,12.7,3.7,-1.7,17,2,9070,1,1,127.0,119.3,0,6,8,4,10.25,0
1,1,1,25,1,0,37,37,9,9,0,0,1,0,9.4,-0.8,-3.12,43,1,9991,0,1,140.0,135.8,14,15,16,15,10.8,0
1,1,1,22,1,0,1,19,9,9,0,0,0,1,8.9,1.4,3.51,53,1,171,1,42,130.0,130.0,5,12,15,11,12.545454545454543,0
1,1,1,47,0,0,38,38,9,10,0,0,1,0,16.2,0.3,-0.92,39,1,9085,1,2,140.0,150.0,0,6,0,0,0.0,0
2,1,1,41,1,0,37,37,5,5,0,0,1,0,7.6,2.6,0.32,39,1,9991,0,19,133.1,111.9,0,5,5,0,0.0,0
1,1,1,43,1,0,37,37,9,9,0,0,1,0,13.9,-0.3,0.79,39,1,9003,1,1,120.0,150.1,0,6,9,6,14.77777777777778,0
1,1,1,29,0,0,1,37,9,8,0,0,1,0,16.2,0.3,-0.92,39,1,9003,1,1,133.1,130.0,0,3,4,0,0.0,0
1,1,1,30,0,0,37,37,5,5,0,0,1,0,7.6,2.6,0.32,39,2,9119,1,1,120.0,128.0,0,2,2,0,0.0,0
1,1,1,26,0,0,19,38,9,9,0,0,0,0,12.7,3.7,-1.7,39,2,9147,1,38,133.1,102.5,0,4,4,0,0.0,0
1,1,1,27,0,0,19,38,9,9,0,0,0,0,15.5,2.8,-4.06,39,2,9991,0,1,133.1,102.5,0,5,10,0,0.0,0
2,1,1,36,0,0,37,37,9,9,0,0,1,1,9.4,-0.8,-3.12,39,2,9670,1,1,100.0,110.0,0,5,5,5,11.4,0
1,1,1,29,0,0,1,19,4,10,0,0,1,0,15.5,2.8,-4.06,39,1,9003,1,19,133.1,114.0,3,9,13,6,11.666666666666666,0
1,1,1,35,1,0,34,34,0,0,0,0,1,0,9.4,-0.8,-3.12,42,1,9119,1,1,120.0,128.2,6,10,12,7,11.285714285714286,0
1,1,1,18,0,0,38,38,6,3,0,0,1,1,10.8,1.4,1.74,1,1,9773,1,1,128.0,116.5,0,6,12,4,11.5,0
1,1,1,24,0,0,38,37,9,9,0,0,1,1,8.9,1.4,3.51,1,1,9991,0,1,172.0,149.3,0,5,5,5,16.0,0
1,1,1,18,1,0,38,38,9,7,0,0,1,1,10.8,1.4,1.74,1,3,9773,1,1,146.0,134.1,0,6,6,6,12.5,0
1,1,1,21,1,0,38,37,5,8,0,0,1,0,9.4,-0.8,-3.12,42,1,9119,1,1,150.0,133.5,0,5,10,5,13.0,0
1,1,1,32,0,0,1,3,2,6,0,0,1,0,15.5,2.8,-4.06,39,1,9003,1,1,130.0,110.0,8,18,27,13,13.714285714285714,1
1,1,1,22,1,0,37,37,9,5,0,0,1,1,11.1,0.6,2.02,1,4,9119,1,1,111.0,107.5,0,5,9,3,12.333333333333334,0
1,1,1,32,1,0,1,38,9,7,0,0,0,0,15.5,2.8,-4.06,7,1,9003,1,3,130.0,130.0,11,17,31,11,12.727272727272728,4
